"Program","Year","Period","Geo.Level","State","State.ANSI","Market","Measure","Unit","Domain","Chemical","Code","Value","CV...."
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","MALATHION",57701,1.2,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","METHOXYFENOZIDE",121027,1.3,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","NALED",34401,1.2,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","NEEM OIL",25006,1.5,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","NEEM OIL, CLAR. HYD.",25007,1.2,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","NOVALURON",124002,2.2,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","PYRETHRINS",69001,1.6,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","SPINETORAM",110007,1.5,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","SPINOSAD",110003,1.3,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","SPIROMESIFEN",24875,1.1,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","THIAMETHOXAM",60109,1.4,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","CHLOROPICRIN",81501,1.1,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","DICHLOROPROPENE",29001,1.1,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","FLUTRIAFOL",128940,1.6,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","HYDROGEN PEROXIDE",595,2,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","METAM-POTASSIUM",39002,1.2,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","PEROXYACETIC ACID",63201,2,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","REYNOUTRIA SACHALINE",55809,1.3,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","AZOXYSTROBIN",128810,18,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482,48,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","BACILLUS SUBTILIS",6479,11,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","BORAX DECAHYDRATE",11102,7,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","BOSCALID",128008,10,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","CAPTAN",81301,45,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","CYFLUFENAMID",555550,41,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","CYPRODINIL",288202,49,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FENHEXAMID",90209,44,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FLUDIOXONIL",71503,49,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FLUOPYRAM",80302,39,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FLUXAPYROXAD",138009,23,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","MEFENOXAM",113502,11,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","MYCLOBUTANIL",128857,44,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","PENTHIOPYRAD",90112,25,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","POLYOXIN D ZINC SALT",230000,32,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","POTASSIUM BICARBON.",73508,3,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","PROPICONAZOLE",122101,21,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","PYRACLOSTROBIN",99100,35,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","PYRIMETHANIL",288201,28,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","QUINOLINE",55459,37,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","SULFUR",77501,88,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TETRACONAZOLE",120603,38,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","THIOPHANATE-METHYL",102001,29,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","THIRAM",79801,49,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TOTAL",NA,99,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TRIFLOXYSTROBIN",129112,40,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TRIFLUMIZOLE",128879,35,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","FLUMIOXAZIN",129034,12,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","OXYFLUORFEN",111601,11,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","PENDIMETHALIN",108501,20,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","TOTAL",NA,27,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ABAMECTIN",122804,20,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ACEQUINOCYL",6329,42,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ACETAMIPRID",99050,32,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","AZADIRACHTIN",121701,30,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BIFENAZATE",586,49,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BIFENTHRIN",128825,45,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BT KURSTAK ABTS-1857",6523,61,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BT KURSTAKI ABTS-351",6522,5,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BT KURSTAKI SA-11",6519,17,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,43,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329,7,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","CYANTRANILIPROLE",90098,19,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","CYFLUMETOFEN",138831,49,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","FENPROPATHRIN",127901,25,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","FENPYROXIMATE",129131,4,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","FLONICAMID",128016,57,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","FLUPYRADIFURONE",122304,38,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","HEXYTHIAZOX",128849,26,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","IMIDACLOPRID",129099,10,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","MALATHION",57701,30,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","METHOXYFENOZIDE",121027,30,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","NALED",34401,7,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","NEEM OIL",25006,7,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","NEEM OIL, CLAR. HYD.",25007,6,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","NOVALURON",124002,49,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","PYRETHRINS",69001,3,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","SPINETORAM",110007,48,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","SPINOSAD",110003,36,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","SPIROMESIFEN",24875,7,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","THIAMETHOXAM",60109,17,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","TOTAL",NA,99,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","CHLOROPICRIN",81501,66,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","DICHLOROPROPENE",29001,28,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","FLUTRIAFOL",128940,36,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","HYDROGEN PEROXIDE",595,5,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","METAM-POTASSIUM",39002,9,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","PEROXYACETIC ACID",63201,5,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","REYNOUTRIA SACHALINE",55809,29,""
"SURVEY",2021,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","TOTAL",NA,86,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,230,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","SPINETORAM",110007,700,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","CAPTAN",81301,2.025,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","CYPRODINIL",288202,0.294,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","FLUDIOXONIL",71503,0.189,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","THIRAM",79801,2.38,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","ABAMECTIN",122804,0.017,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","NOVALURON",124002,0.072,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","SPINETORAM",110007,0.069,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","CAPTAN",81301,21.339,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","CYPRODINIL",288202,0.816,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","FLUDIOXONIL",71503,0.652,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","THIRAM",79801,22.509,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","ABAMECTIN",122804,0.037,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","NOVALURON",124002,0.187,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","SPINETORAM",110007,0.124,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","CAPTAN",81301,10.5,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","CYPRODINIL",288202,2.8,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","FLUDIOXONIL",71503,3.4,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","THIRAM",79801,9.5,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","ABAMECTIN",122804,2.1,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","NOVALURON",124002,2.6,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","SPINETORAM",110007,1.8,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","CAPTAN",81301,61,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","CYPRODINIL",288202,65,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FLUDIOXONIL",71503,66,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","THIRAM",79801,61,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TOTAL",NA,66,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","TOTAL",NA,9,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ABAMECTIN",122804,7,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","NOVALURON",124002,58,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","SPINETORAM",110007,57,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","TOTAL",NA,62,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","TOTAL",NA,49,""
"SURVEY",2021,"YEAR","STATE","FLORIDA",12,"NOT SOLD","PRODUCTION","CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2021,"YEAR","STATE","OTHER STATES",-1,"OTHER","PRODUCTION","$","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2021,"YEAR","STATE","OTHER STATES",-1,"OTHER","PRODUCTION","CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2021,"YEAR","STATE","OTHER STATES",-1,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2021,"YEAR","STATE","OTHER STATES",-1,"NOT SOLD","PRODUCTION","CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2021,"YEAR","STATE","OTHER STATES",-1,"UTILIZED","PRODUCTION","CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2020,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,97.1,""
"SURVEY",2020,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"FRESH MARKET","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,111,""
"SURVEY",2020,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"PROCESSING","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,38.1,""
"SURVEY",2020,"MARKETING YEAR","STATE","CALIFORNIA",6,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,93.1,""
"SURVEY",2020,"MARKETING YEAR","STATE","FLORIDA",12,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,139,""
"SURVEY",2020,"MARKETING YEAR","STATE","OTHER STATES",-1,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2020,"MARKETING YEAR","STATE","OTHER STATES",-1,"FRESH MARKET","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,111,""
"SURVEY",2020,"MARKETING YEAR","STATE","OTHER STATES",-1,"PROCESSING","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,38.1,""
"SURVEY",2020,"YEAR","NATIONAL","US TOTAL",-1,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,542,""
"SURVEY",2020,"YEAR","NATIONAL","US TOTAL",-1,"OTHER","YIELD","TONS / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,27.12,""
"SURVEY",2020,"YEAR","STATE","CALIFORNIA",6,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,650,""
"SURVEY",2020,"YEAR","STATE","FLORIDA",12,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,200,""
"SURVEY",2020,"YEAR","STATE","OTHER STATES",-1,"OTHER","PRODUCTION","$","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2020,"YEAR","STATE","OTHER STATES",-1,"OTHER","PRODUCTION","CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2020,"YEAR","STATE","OTHER STATES",-1,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2020,"YEAR","STATE","OTHER STATES",-1,"NOT SOLD","PRODUCTION","CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2020,"YEAR","STATE","OTHER STATES",-1,"UTILIZED","PRODUCTION","CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2019,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,115,""
"SURVEY",2019,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"FRESH MARKET","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,130,""
"SURVEY",2019,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"PROCESSING","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,52.8,""
"SURVEY",2019,"MARKETING YEAR","STATE","CALIFORNIA",6,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,110,""
"SURVEY",2019,"MARKETING YEAR","STATE","FLORIDA",12,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,152,""
"SURVEY",2019,"MARKETING YEAR","STATE","OTHER STATES",-1,"FRESH MARKET","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,130,""
"SURVEY",2019,"MARKETING YEAR","STATE","OTHER STATES",-1,"PROCESSING","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,52.8,""
"SURVEY",2019,"YEAR","NATIONAL","US TOTAL",-1,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,528,""
"SURVEY",2019,"YEAR","NATIONAL","US TOTAL",-1,"OTHER","YIELD","TONS / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,26.41,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,610,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","FUNGICIDE","BORAX DECAHYDRATE",11102,300,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","FUNGICIDE","CYFLUFENAMID",555550,400,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","FUNGICIDE","DIFENOCONAZOLE",128847,900,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","FUNGICIDE","TETRACONAZOLE",120603,600,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","HERBICIDE","CARFENTRAZONE-ETHYL",128712,200,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","ABAMECTIN",122804,500,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","AZADIRACHTIN",121701,800,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","CYANTRANILIPROLE",90098,900,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","LB","INSECTICIDE","FENPYROXIMATE",129131,400,""
